StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
1281,21,Female,71,22,69,90,6,No,No,High School,91.38
1282,19,Female,69,7,61,46,9,Yes,Yes,High School,71.63
1283,19,Female,57,14,42,67,5,No,Yes,Postgraduate,77.62
1284,22,Male,78,14,76,51,3,Yes,Yes,High School,79.1
1285,18,Female,89,4,80,95,5,Yes,Yes,Postgraduate,95.96
1286,22,Male,75,16,57,44,5,Yes,Yes,Graduate,82.89
1287,20,Female,79,24,50,65,5,No,Yes,High School,87.84
1288,17,Male,66,29,87,94,7,No,Yes,Graduate,100.0
1289,21,Male,69,22,41,51,5,No,Yes,High School,80.78
1290,18,Male,65,30,51,84,7,Yes,Yes,High School,100.0
1291,17,Female,95,1,93,71,9,Yes,Yes,High School,83.48
1292,18,Female,92,17,45,96,5,Yes,Yes,Postgraduate,100.0
1293,23,Male,56,25,82,63,2,Yes,Yes,Graduate,89.89
1294,22,Male,65,10,98,66,5,Yes,Yes,High School,82.94
1295,19,Female,94,22,79,45,8,Yes,Yes,High School,98.58
1296,21,Female,96,16,83,40,4,No,Yes,Graduate,91.57
1297,22,Male,97,16,68,69,2,No,Yes,High School,77.78
1298,17,Female,76,26,98,67,10,Yes,Yes,High School,100.0
1299,23,Female,72,8,69,52,3,No,Yes,High School,71.15
1300,23,Female,73,29,41,71,9,No,Yes,Graduate,100.0
1301,23,Female,58,7,48,47,9,No,Yes,High School,63.37
1302,17,Male,84,28,86,98,8,Yes,Yes,Graduate,100.0
1303,17,Female,100,6,41,35,8,Yes,Yes,Graduate,68.99
1304,17,Female,69,16,68,97,8,Yes,Yes,Postgraduate,100.0
1305,17,Male,86,20,72,68,8,Yes,Yes,Graduate,100.0
1306,23,Male,91,16,49,44,8,No,No,Graduate,78.75
1307,23,Female,66,7,73,41,1,Yes,Yes,Graduate,62.28
1308,18,Female,96,9,83,90,6,Yes,Yes,Postgraduate,100.0
1309,22,Female,80,14,94,71,9,Yes,Yes,Graduate,100.0
1310,21,Female,57,11,47,63,8,No,Yes,Graduate,85.94
1311,19,Male,64,26,76,46,3,No,Yes,High School,82.38
1312,23,Male,80,26,93,51,1,No,Yes,Postgraduate,93.04
1313,19,Male,79,14,99,82,2,No,No,High School,78.97
1314,22,Female,95,7,72,60,2,No,Yes,High School,66.01
1315,22,Female,69,1,86,46,7,Yes,Yes,Graduate,68.21
1316,19,Female,88,26,45,55,6,No,Yes,Postgraduate,94.4
1317,23,Female,61,25,83,76,2,No,Yes,Graduate,88.6
1318,19,Male,98,13,79,95,8,Yes,Yes,Graduate,100.0
1319,18,Male,66,20,84,92,9,Yes,Yes,Postgraduate,100.0
1320,20,Female,91,3,58,88,7,Yes,Yes,Graduate,91.13
1321,23,Male,79,20,71,68,4,No,Yes,Graduate,82.32
1322,23,Female,78,4,66,41,1,Yes,No,Graduate,44.54
1323,21,Female,68,29,40,69,4,No,Yes,Postgraduate,86.75
1324,17,Male,95,26,82,49,4,Yes,Yes,Graduate,94.51
1325,20,Female,60,11,91,99,8,No,Yes,Postgraduate,100.0
1326,22,Female,83,2,72,59,4,No,No,High School,60.27
1327,23,Male,99,14,79,93,4,No,Yes,High School,93.1
1328,19,Female,56,12,71,40,2,No,Yes,High School,57.84
1329,20,Female,93,30,44,86,10,Yes,No,Graduate,100.0
1330,21,Male,83,17,56,55,7,Yes,Yes,Postgraduate,95.76
1331,22,Female,69,12,47,66,4,No,Yes,High School,77.25
1332,17,Male,99,26,96,87,6,Yes,Yes,High School,100.0
1333,17,Female,87,12,81,93,3,No,Yes,High School,88.98
1334,21,Male,73,1,73,96,7,Yes,No,Graduate,83.59
1335,21,Male,59,13,48,38,6,Yes,Yes,High School,61.96
1336,19,Male,81,14,95,52,3,No,Yes,High School,75.99
1337,23,Female,64,24,62,90,4,No,No,Postgraduate,100.0
1338,17,Male,86,30,74,58,10,Yes,Yes,High School,100.0
1339,22,Male,69,2,89,47,5,No,Yes,Graduate,65.57
1340,20,Male,52,12,46,96,9,Yes,Yes,Graduate,89.13
1341,22,Male,86,26,54,88,6,Yes,Yes,Graduate,100.0
1342,18,Male,89,21,92,49,4,Yes,Yes,High School,94.78
1343,18,Female,57,28,93,37,7,No,No,Postgraduate,91.35
1344,21,Female,89,16,59,71,2,No,Yes,Graduate,89.75
1345,19,Female,93,4,89,71,4,Yes,Yes,High School,70.97
1346,18,Female,72,8,64,37,5,No,Yes,High School,58.58
1347,17,Female,89,2,42,97,4,No,Yes,High School,65.15
1348,22,Female,60,10,99,69,4,Yes,Yes,Graduate,89.57
1349,22,Female,95,9,94,86,9,No,Yes,Graduate,100.0
1350,21,Male,57,23,85,62,2,No,No,High School,80.27
1351,23,Female,78,15,63,52,6,Yes,Yes,High School,83.39
1352,23,Male,79,13,73,70,8,No,Yes,Postgraduate,100.0
1353,20,Male,59,23,85,67,8,Yes,Yes,Postgraduate,100.0
1354,21,Female,88,17,61,98,7,No,Yes,Graduate,100.0
1355,20,Male,77,30,50,60,10,No,Yes,Graduate,100.0
1356,23,Male,98,16,87,82,4,Yes,Yes,Postgraduate,98.09
1357,21,Male,85,28,47,74,7,Yes,Yes,Graduate,100.0
1358,21,Male,62,2,78,51,10,No,No,Graduate,66.76
1359,21,Female,81,20,82,74,6,Yes,Yes,High School,100.0
1360,23,Female,85,20,74,41,6,Yes,Yes,Graduate,87.1
1361,20,Female,86,27,88,91,2,No,Yes,High School,100.0
1362,20,Female,75,14,85,42,8,Yes,Yes,High School,73.3
1363,21,Female,71,3,77,90,8,No,Yes,Postgraduate,87.08
1364,18,Female,53,23,47,65,7,No,Yes,Graduate,87.14
1365,19,Female,80,12,93,93,9,Yes,Yes,Postgraduate,100.0
1366,23,Female,67,8,76,92,8,No,Yes,Graduate,94.75
1367,19,Female,87,2,66,46,9,Yes,Yes,Postgraduate,77.22
1368,19,Female,73,4,67,82,9,No,Yes,High School,73.35
1369,20,Male,72,14,79,65,6,Yes,Yes,Graduate,86.55
1370,20,Female,71,16,73,97,2,Yes,Yes,High School,96.77
1371,18,Male,51,19,71,73,7,No,Yes,High School,87.76
1372,19,Male,80,2,54,54,3,Yes,Yes,High School,53.77
1373,19,Male,60,12,83,82,7,Yes,Yes,Graduate,98.46
1374,21,Male,77,29,56,88,9,Yes,Yes,High School,100.0
1375,20,Female,95,14,72,63,10,No,Yes,Graduate,95.69
1376,19,Male,81,6,86,82,10,No,Yes,High School,94.09
1377,22,Female,54,13,85,90,2,Yes,Yes,High School,84.53
1378,18,Female,87,4,91,51,6,Yes,Yes,Graduate,71.04
1379,22,Male,59,22,93,43,6,No,Yes,Postgraduate,86.2
1380,22,Female,89,18,55,68,9,No,Yes,High School,90.71
1381,23,Male,95,12,68,79,9,No,Yes,Graduate,100.0
1382,23,Male,73,20,48,43,5,Yes,Yes,Postgraduate,84.1
1383,18,Female,84,27,72,41,5,No,Yes,Graduate,90.01
1384,22,Female,93,22,99,50,9,Yes,Yes,Graduate,100.0
1385,19,Male,97,30,88,53,8,No,Yes,High School,100.0
1386,20,Female,72,21,68,40,7,Yes,Yes,Graduate,91.89
1387,18,Female,66,19,52,45,8,No,No,High School,80.4
1388,21,Female,50,8,60,95,6,Yes,Yes,Graduate,82.73
1389,22,Male,80,7,97,76,3,No,Yes,Postgraduate,82.59
1390,18,Male,80,16,60,47,7,No,Yes,Graduate,79.94
1391,17,Female,91,19,44,46,8,Yes,Yes,High School,91.88
1392,17,Female,91,6,49,54,8,No,Yes,Postgraduate,78.18
1393,23,Female,83,20,45,84,1,No,Yes,Graduate,83.92
1394,20,Female,58,27,95,70,7,No,No,Postgraduate,100.0
1395,19,Female,71,21,90,71,3,No,Yes,Graduate,95.2
1396,20,Male,62,11,96,46,2,Yes,Yes,High School,72.61
1397,20,Female,74,5,52,74,2,Yes,No,Graduate,63.47
1398,20,Male,97,16,40,88,8,No,No,Graduate,93.3
1399,20,Female,67,7,59,36,9,Yes,Yes,High School,68.61
1400,21,Male,100,27,96,84,3,Yes,Yes,Graduate,100.0
1401,21,Female,61,5,86,75,3,Yes,Yes,Graduate,75.02
1402,23,Male,89,11,85,79,6,Yes,Yes,Graduate,86.42
1403,18,Female,66,15,47,43,10,Yes,Yes,High School,74.25
1404,17,Male,64,3,49,96,1,No,Yes,Graduate,63.25
1405,20,Male,91,26,48,81,6,Yes,No,High School,99.21
1406,23,Male,64,5,88,39,3,No,Yes,Graduate,62.31
1407,18,Male,64,23,80,35,4,Yes,Yes,High School,83.06
1408,17,Male,88,21,42,78,9,No,Yes,High School,100.0
1409,22,Male,62,5,50,56,3,No,Yes,High School,56.46
1410,19,Female,66,9,51,72,1,No,Yes,High School,64.43
1411,21,Male,81,15,49,53,3,Yes,Yes,Graduate,69.73
1412,22,Female,58,3,64,65,7,Yes,Yes,Postgraduate,68.95
1413,17,Female,89,29,88,76,7,No,Yes,Graduate,100.0
1414,22,Female,69,6,88,60,5,No,Yes,Graduate,74.01
1415,19,Female,75,17,64,47,1,Yes,Yes,Postgraduate,78.1
1416,23,Female,76,26,50,92,8,Yes,Yes,Postgraduate,100.0
1417,17,Male,70,21,93,52,10,No,Yes,Postgraduate,97.42
1418,22,Male,67,8,75,37,8,Yes,Yes,High School,80.4
1419,21,Male,62,21,78,89,10,Yes,Yes,Graduate,100.0
1420,21,Female,65,25,92,92,10,Yes,Yes,Postgraduate,100.0
1421,18,Male,58,11,65,97,10,Yes,Yes,Postgraduate,95.52
1422,22,Male,61,6,53,86,2,Yes,Yes,Graduate,74.72
1423,20,Male,93,8,78,58,10,Yes,Yes,High School,81.68
1424,22,Male,87,10,95,43,3,No,No,Postgraduate,60.79
1425,23,Male,68,24,79,71,4,No,Yes,Graduate,95.78
1426,17,Female,56,29,40,87,1,No,Yes,High School,87.83
1427,17,Male,84,3,95,58,4,No,Yes,High School,75.23
1428,23,Female,97,23,93,55,5,No,Yes,Graduate,99.24
1429,22,Female,67,14,43,74,3,No,Yes,High School,68.98
1430,23,Female,65,23,100,96,10,Yes,Yes,High School,100.0
1431,19,Female,88,14,69,48,2,Yes,Yes,Postgraduate,95.08
1432,23,Female,53,10,51,76,6,No,Yes,High School,69.03
1433,21,Male,74,12,95,84,8,No,No,Graduate,98.22
1434,23,Male,81,6,74,95,7,No,Yes,Postgraduate,94.46
1435,17,Male,89,12,52,38,1,Yes,Yes,Graduate,67.64
1436,21,Female,62,23,91,51,4,Yes,Yes,High School,91.38
1437,17,Male,94,14,70,91,3,Yes,Yes,Graduate,93.11
1438,18,Male,66,2,77,82,6,Yes,Yes,High School,67.89
1439,20,Female,98,9,82,78,9,No,Yes,High School,94.88
1440,17,Female,86,10,62,79,9,No,Yes,Graduate,91.19
1441,21,Female,55,26,43,67,7,No,Yes,Postgraduate,95.87
1442,18,Female,68,17,91,65,9,No,Yes,Graduate,99.78
1443,17,Male,62,17,55,81,8,Yes,Yes,High School,91.08
1444,19,Female,75,3,46,40,5,Yes,Yes,Graduate,55.7
1445,23,Female,63,30,61,68,9,No,Yes,High School,100.0
1446,20,Male,80,19,68,87,7,Yes,Yes,Graduate,100.0
1447,17,Male,53,1,50,48,5,Yes,Yes,High School,51.13
1448,18,Female,88,12,95,50,8,Yes,Yes,Postgraduate,91.6
1449,19,Male,57,7,72,77,7,Yes,No,High School,81.12
1450,22,Female,74,4,97,46,9,No,Yes,High School,74.05
1451,18,Female,62,10,68,53,10,Yes,Yes,Graduate,94.61
1452,23,Male,81,13,98,75,1,No,No,High School,79.94
1453,18,Male,87,2,78,87,9,Yes,Yes,Graduate,84.82
1454,19,Female,87,10,51,63,7,Yes,Yes,Postgraduate,83.47
1455,18,Female,77,21,46,93,1,No,Yes,High School,89.63
1456,19,Female,79,22,98,98,1,No,Yes,High School,97.1
1457,17,Male,52,25,94,58,5,Yes,Yes,Postgraduate,99.41
1458,19,Female,77,4,78,50,8,Yes,Yes,Graduate,81.19
1459,19,Female,52,18,81,86,9,No,No,Postgraduate,100.0
1460,20,Female,94,5,87,40,6,Yes,Yes,High School,70.58
1461,19,Female,83,19,65,71,10,Yes,Yes,High School,100.0
1462,19,Female,65,2,79,38,8,No,Yes,High School,62.98
1463,22,Male,71,12,48,72,6,Yes,Yes,High School,87.11
1464,17,Female,81,17,80,75,6,Yes,Yes,Graduate,92.35
1465,23,Female,87,10,73,48,4,Yes,Yes,High School,75.6
1466,20,Female,57,2,84,85,5,Yes,Yes,Graduate,77.63
1467,22,Female,57,6,52,99,2,Yes,Yes,High School,68.16
1468,21,Male,55,8,94,86,3,No,Yes,Postgraduate,88.69
1469,17,Male,63,29,94,64,3,Yes,Yes,High School,100.0
1470,17,Male,81,19,75,91,5,No,No,High School,100.0
1471,21,Female,84,11,64,64,5,No,Yes,Graduate,85.1
1472,23,Female,59,25,63,76,6,Yes,Yes,High School,98.05
1473,19,Male,52,12,83,45,5,No,Yes,Graduate,74.25
1474,22,Male,61,9,56,61,6,Yes,Yes,Graduate,76.21
1475,18,Male,98,2,41,58,8,No,Yes,Postgraduate,68.96
1476,20,Female,80,8,52,73,2,No,Yes,Graduate,63.03
1477,18,Female,78,26,70,52,4,No,Yes,Graduate,92.85
1478,21,Male,54,11,68,79,6,Yes,Yes,Postgraduate,87.73
1479,17,Male,74,28,89,46,5,No,Yes,Postgraduate,97.62
1480,23,Male,90,21,67,83,1,No,Yes,Graduate,91.19
1481,17,Female,80,4,99,65,9,No,Yes,Graduate,94.2
1482,20,Female,70,10,66,56,3,Yes,Yes,Graduate,60.9
1483,17,Female,69,21,54,78,2,Yes,Yes,High School,89.3
1484,17,Male,88,20,70,98,9,No,Yes,Postgraduate,100.0
1485,20,Male,71,16,79,59,7,No,No,Graduate,90.69
1486,22,Female,53,8,54,85,5,No,Yes,High School,65.86
1487,22,Male,62,4,72,41,6,No,Yes,High School,58.48
1488,20,Female,94,29,59,40,4,Yes,Yes,High School,90.68
1489,23,Male,91,10,81,58,1,Yes,Yes,High School,75.16
1490,21,Male,99,12,51,53,4,Yes,Yes,High School,70.3
1491,17,Male,98,29,76,43,9,No,Yes,Graduate,100.0
1492,23,Male,69,14,48,70,1,Yes,Yes,High School,67.28
1493,17,Female,62,16,62,74,10,No,Yes,Graduate,92.41
1494,21,Male,66,22,47,58,3,No,Yes,High School,84.03
1495,22,Female,85,18,71,82,5,No,Yes,High School,97.71
1496,23,Female,82,21,87,97,7,Yes,Yes,Graduate,100.0
1497,19,Female,50,22,53,87,9,No,Yes,Postgraduate,95.49
1498,19,Male,64,21,66,88,6,Yes,Yes,Graduate,100.0
1499,19,Female,62,12,64,76,3,No,Yes,Graduate,78.2
1500,22,Female,66,18,52,79,7,Yes,Yes,Graduate,83.35
1501,22,Female,73,30,94,48,4,No,No,High School,95.95
1502,21,Male,57,7,60,63,3,Yes,Yes,High School,59.47
1503,17,Male,99,20,84,40,7,No,Yes,High School,83.2
1504,21,Female,76,24,70,41,7,Yes,Yes,Graduate,87.74
1505,21,Male,94,23,76,71,4,No,Yes,Graduate,87.64
1506,22,Female,72,7,87,87,7,No,Yes,Graduate,86.61
1507,19,Female,95,9,97,52,2,No,Yes,High School,68.37
1508,18,Male,57,1,82,72,1,Yes,Yes,Graduate,68.9
1509,17,Female,57,26,93,93,2,No,Yes,High School,97.95
1510,22,Male,75,6,44,35,4,No,Yes,High School,49.65
1511,19,Male,96,6,52,78,8,No,Yes,High School,74.14
1512,23,Female,62,22,67,81,3,Yes,No,Graduate,89.41
1513,18,Male,88,29,82,69,10,No,Yes,High School,100.0
1514,18,Male,86,12,64,94,6,No,Yes,Graduate,100.0
1515,22,Female,98,22,90,86,6,Yes,Yes,Postgraduate,100.0
1516,20,Female,77,12,74,42,9,No,Yes,High School,78.95
1517,17,Male,74,10,86,75,9,Yes,Yes,Graduate,98.76
1518,18,Male,65,23,78,37,4,No,Yes,High School,74.02
1519,22,Female,51,30,46,48,9,Yes,Yes,High School,97.05
1520,22,Male,67,26,77,60,6,Yes,Yes,High School,100.0
1521,19,Male,66,6,71,92,2,Yes,Yes,Postgraduate,84.63
1522,23,Male,79,17,42,74,10,No,Yes,Graduate,98.17
1523,20,Male,88,19,84,85,6,No,Yes,Graduate,100.0
1524,17,Male,62,18,78,39,2,Yes,Yes,High School,76.77
1525,21,Male,81,6,76,66,8,No,Yes,Postgraduate,83.44
1526,23,Male,99,24,94,35,4,No,Yes,Postgraduate,88.75
1527,23,Female,78,19,89,88,5,Yes,No,Graduate,100.0
1528,19,Female,95,10,61,45,8,Yes,Yes,Postgraduate,80.1
1529,18,Female,79,24,47,87,8,Yes,Yes,High School,100.0
1530,18,Female,67,8,56,42,6,Yes,Yes,Graduate,63.54
1531,19,Female,62,21,91,59,4,No,Yes,Graduate,86.5
1532,22,Male,92,24,66,74,1,No,Yes,Graduate,84.87
1533,18,Male,70,6,72,66,7,No,Yes,Postgraduate,76.23
1534,20,Male,79,21,85,62,8,No,Yes,High School,99.73
1535,17,Male,70,25,56,37,9,No,No,High School,89.44
1536,23,Female,97,30,81,96,2,No,Yes,High School,100.0
1537,23,Male,66,7,51,61,1,Yes,No,Postgraduate,61.27
1538,20,Male,89,24,87,79,4,No,Yes,Postgraduate,100.0
1539,18,Female,68,1,85,59,5,No,Yes,Graduate,76.17
1540,23,Male,64,27,66,95,10,No,Yes,Graduate,100.0
1541,21,Male,58,18,87,78,1,Yes,Yes,Graduate,94.92
1542,17,Female,59,24,47,80,5,Yes,Yes,Graduate,87.78
1543,17,Male,93,28,62,48,6,No,Yes,High School,86.86
1544,23,Male,80,25,99,42,3,Yes,Yes,Graduate,92.76
1545,19,Male,72,20,81,82,7,Yes,Yes,Graduate,100.0
1546,23,Male,79,12,100,48,6,No,Yes,Graduate,77.35
1547,19,Male,82,16,88,99,4,No,Yes,High School,96.2
1548,23,Female,58,10,98,41,3,No,Yes,Graduate,69.56
1549,21,Female,96,27,68,83,5,Yes,Yes,Postgraduate,100.0
1550,22,Female,50,10,89,89,3,Yes,Yes,Graduate,89.03
1551,17,Female,93,14,59,47,10,No,No,Graduate,91.28
1552,23,Female,84,25,55,90,9,Yes,Yes,Graduate,100.0
1553,21,Female,60,20,56,90,9,Yes,No,Graduate,97.16
1554,19,Male,83,10,55,49,6,Yes,Yes,High School,69.86
1555,19,Female,65,10,58,91,6,No,Yes,Graduate,83.59
1556,17,Female,58,26,95,92,4,No,Yes,Graduate,100.0
1557,20,Male,81,25,95,69,4,No,Yes,Graduate,99.72
1558,23,Male,64,11,47,50,2,No,Yes,Graduate,64.68
1559,18,Female,61,23,77,42,10,No,No,Graduate,94.96
1560,19,Male,82,2,77,79,4,Yes,Yes,Graduate,72.48
1561,22,Female,94,25,92,74,8,Yes,No,Graduate,100.0
1562,22,Male,63,20,68,88,10,Yes,Yes,Postgraduate,100.0
1563,19,Female,57,8,80,48,2,Yes,Yes,Graduate,60.4
1564,20,Male,57,30,75,93,9,Yes,Yes,Postgraduate,100.0
1565,20,Male,76,23,65,87,1,Yes,Yes,Graduate,95.97
1566,21,Female,61,29,70,61,2,No,Yes,High School,92.98
1567,22,Female,50,7,83,81,2,No,No,Postgraduate,63.85
1568,21,Female,92,8,99,40,6,Yes,Yes,Graduate,82.17
1569,22,Female,89,1,51,89,7,No,No,Postgraduate,80.65
1570,23,Female,91,21,94,78,3,Yes,Yes,Graduate,100.0
1571,23,Male,100,2,56,52,9,Yes,Yes,High School,72.75
1572,18,Female,60,18,54,50,5,No,Yes,High School,71.5
1573,23,Female,88,15,48,46,5,No,Yes,Graduate,82.83
1574,18,Male,92,1,78,54,4,Yes,Yes,Postgraduate,71.24
1575,23,Male,80,5,81,79,9,No,No,Graduate,86.74
1576,17,Female,66,2,87,98,8,Yes,No,High School,88.68
1577,23,Male,82,20,51,93,4,Yes,Yes,Graduate,89.81
1578,21,Male,81,3,71,56,4,Yes,Yes,Graduate,68.81
1579,19,Female,78,19,64,81,2,Yes,Yes,High School,82.32
1580,21,Male,70,18,78,63,9,Yes,Yes,High School,95.81
1581,19,Male,70,29,57,79,3,No,Yes,High School,94.38
1582,20,Female,89,22,54,43,4,Yes,Yes,High School,80.52
1583,21,Female,72,18,71,58,7,No,Yes,High School,89.63
1584,20,Male,55,14,45,49,10,Yes,Yes,High School,79.44
1585,18,Male,71,30,97,70,8,No,Yes,Postgraduate,100.0
1586,18,Female,99,24,83,47,8,Yes,Yes,High School,97.18
1587,17,Male,87,8,82,78,4,No,Yes,High School,84.9
1588,23,Male,86,29,91,70,7,Yes,Yes,High School,100.0
1589,21,Male,94,30,74,95,10,Yes,Yes,Graduate,100.0
1590,20,Female,100,12,73,74,1,No,No,Graduate,76.82
1591,19,Male,57,21,77,61,6,No,Yes,High School,86.56
1592,18,Male,90,10,95,35,6,No,Yes,Graduate,71.08
1593,23,Female,98,23,93,68,6,No,Yes,Graduate,100.0
1594,18,Male,84,20,96,55,2,No,Yes,High School,89.84
1595,19,Male,100,17,44,67,8,No,Yes,Graduate,100.0
1596,23,Female,60,11,57,41,5,Yes,Yes,Graduate,69.46
1597,23,Female,73,2,55,99,5,Yes,Yes,High School,70.88
1598,20,Female,98,26,47,37,2,Yes,No,Graduate,81.06
1599,20,Female,70,26,64,85,4,No,Yes,Postgraduate,100.0
1600,21,Male,100,4,71,88,9,No,No,Graduate,93.73
1601,21,Male,51,1,65,93,9,No,No,High School,79.0
1602,22,Female,89,15,91,40,6,Yes,Yes,Postgraduate,96.82
1603,22,Female,68,13,61,63,9,No,Yes,Graduate,85.44
1604,17,Male,88,8,70,51,4,Yes,Yes,High School,72.14
1605,18,Female,77,25,82,94,1,No,Yes,Graduate,91.26
1606,21,Male,66,4,49,56,2,No,No,Graduate,48.34
1607,20,Female,55,10,95,58,1,No,Yes,Postgraduate,64.49
1608,19,Male,68,19,96,85,8,Yes,Yes,High School,100.0
1609,20,Female,87,18,51,84,9,No,Yes,High School,92.84
1610,18,Female,77,5,92,45,10,Yes,No,Graduate,75.13
1611,22,Male,51,30,67,90,6,No,Yes,Postgraduate,100.0
1612,20,Female,87,19,45,76,2,No,No,High School,70.18
1613,17,Male,86,26,98,73,6,No,Yes,Postgraduate,100.0
1614,18,Male,100,23,59,82,9,No,Yes,Graduate,100.0
1615,22,Male,53,27,44,91,3,Yes,Yes,Graduate,95.14
1616,19,Male,71,22,62,55,9,No,Yes,Graduate,100.0
1617,22,Male,75,16,48,54,2,Yes,Yes,High School,68.7
1618,23,Female,98,1,97,49,5,No,Yes,Graduate,80.1
1619,17,Female,92,12,98,85,2,No,Yes,Postgraduate,85.31
1620,18,Male,85,24,68,96,7,No,Yes,High School,100.0
1621,19,Female,62,2,55,71,10,Yes,Yes,Graduate,73.18
1622,17,Male,81,21,93,40,9,No,Yes,High School,100.0
1623,22,Female,66,25,85,60,7,Yes,Yes,High School,97.86
1624,17,Female,90,8,61,42,5,Yes,Yes,Graduate,77.02
1625,18,Female,85,18,47,38,4,No,Yes,High School,77.67
1626,21,Female,95,25,98,55,4,Yes,No,Graduate,97.96
1627,17,Male,68,16,59,65,10,No,Yes,Graduate,96.46
1628,23,Male,84,5,90,55,8,Yes,Yes,Postgraduate,85.91
1629,17,Female,95,26,53,59,10,Yes,No,High School,97.14
1630,22,Female,89,30,78,49,10,Yes,No,High School,100.0
1631,22,Male,77,22,76,69,10,Yes,Yes,High School,100.0
1632,19,Female,50,13,89,83,10,No,Yes,Postgraduate,96.18
1633,22,Male,91,19,73,77,10,Yes,Yes,Graduate,100.0
1634,20,Male,67,29,50,75,1,No,Yes,High School,90.34
1635,18,Male,97,3,93,71,5,Yes,Yes,Postgraduate,81.52
1636,18,Female,89,26,79,91,2,No,Yes,Postgraduate,100.0
1637,21,Male,82,8,72,76,9,No,Yes,Postgraduate,86.78
1638,21,Female,61,27,70,81,7,Yes,No,High School,100.0
1639,18,Male,57,26,98,95,10,Yes,Yes,High School,100.0
1640,23,Female,73,26,93,48,8,No,Yes,Graduate,100.0
1641,21,Female,65,12,83,87,6,Yes,No,Graduate,95.92
1642,19,Female,99,2,73,68,9,Yes,Yes,High School,83.43
1643,22,Male,53,11,89,58,6,Yes,Yes,High School,78.6
1644,18,Male,87,12,46,54,7,Yes,Yes,Postgraduate,82.98
1645,21,Female,93,28,97,64,7,Yes,Yes,High School,100.0
1646,18,Female,76,18,88,41,9,Yes,Yes,Graduate,99.35
1647,20,Female,58,13,93,70,8,Yes,Yes,Graduate,92.54
1648,17,Male,96,5,62,72,1,Yes,Yes,Graduate,74.46
1649,22,Male,65,22,85,86,4,Yes,No,Graduate,93.3
1650,18,Male,61,12,95,49,7,No,Yes,Graduate,85.01
1651,17,Male,80,2,46,80,8,Yes,Yes,High School,77.68
1652,21,Female,73,5,93,57,7,Yes,Yes,Graduate,74.99
1653,17,Female,63,7,64,46,3,Yes,Yes,High School,66.25
1654,22,Male,94,26,100,78,4,Yes,Yes,Graduate,100.0
1655,18,Male,74,26,42,49,7,Yes,Yes,Graduate,81.18
1656,20,Female,83,24,98,83,8,No,Yes,Graduate,100.0
1657,23,Male,52,12,77,55,7,No,Yes,High School,77.38
1658,21,Male,73,16,59,49,6,Yes,Yes,High School,73.69
1659,18,Male,91,23,73,48,9,No,Yes,Graduate,100.0
1660,22,Male,58,8,88,76,9,Yes,Yes,High School,94.25
1661,21,Male,75,30,83,49,7,Yes,Yes,Postgraduate,100.0
1662,19,Male,69,28,83,97,8,No,Yes,Postgraduate,100.0
1663,17,Female,89,9,69,61,6,No,Yes,High School,73.49
1664,23,Male,59,15,56,87,1,No,Yes,High School,64.27
1665,22,Male,68,5,98,86,1,No,Yes,Graduate,68.25
1666,19,Female,52,13,49,97,6,No,Yes,Postgraduate,77.28
1667,18,Female,73,5,74,87,2,Yes,Yes,Graduate,87.54
1668,20,Female,54,11,59,91,8,Yes,No,High School,86.63
1669,21,Male,52,10,57,86,1,Yes,Yes,Graduate,82.6
1670,17,Female,76,20,84,77,2,No,Yes,High School,87.18
1671,21,Male,65,13,83,41,8,Yes,Yes,High School,76.02
1672,23,Male,98,9,66,76,6,No,Yes,High School,75.55
1673,18,Male,64,21,98,38,10,Yes,Yes,Graduate,95.92
1674,21,Female,84,14,98,39,2,No,Yes,High School,77.07
1675,17,Female,61,18,88,75,2,No,No,Graduate,82.53
1676,18,Female,90,15,75,38,7,Yes,Yes,Postgraduate,80.31
1677,21,Female,93,10,62,36,5,Yes,Yes,Graduate,75.87
1678,20,Female,75,24,71,55,5,Yes,Yes,Graduate,98.44
1679,22,Male,96,7,49,77,8,Yes,Yes,High School,82.7
1680,18,Male,83,8,50,43,7,No,Yes,Graduate,65.97
1681,22,Male,72,28,77,62,9,Yes,Yes,High School,99.55
1682,18,Male,80,3,45,60,4,No,Yes,Graduate,64.74
1683,20,Female,99,15,98,37,10,Yes,Yes,High School,93.04
1684,22,Female,69,16,80,83,4,Yes,Yes,High School,77.66
1685,19,Male,61,4,86,51,2,Yes,Yes,High School,53.62
1686,17,Female,72,21,73,97,3,Yes,Yes,High School,100.0
1687,19,Female,53,6,75,89,1,Yes,Yes,Graduate,71.24
1688,21,Male,72,1,76,57,1,No,Yes,Graduate,51.07
1689,20,Male,97,4,56,68,7,Yes,Yes,High School,78.47
1690,19,Female,97,11,79,49,5,No,Yes,Graduate,75.35
1691,18,Female,50,12,79,81,3,Yes,Yes,Graduate,78.34
1692,21,Male,74,26,93,37,7,No,Yes,Graduate,94.2
1693,21,Male,51,29,51,62,2,Yes,No,Postgraduate,97.33
1694,19,Male,79,5,60,37,3,Yes,Yes,High School,66.15
1695,19,Female,52,23,79,38,1,Yes,Yes,High School,64.24
1696,20,Male,70,29,58,65,8,No,No,Graduate,100.0
